JobClear,companyClear,dateClean,skills,education,language,dateColect,country,cityClear,stateClear,url
Data Scientist,Envoy,2018-01-14, algorithm model model visualization tableau scripting sql python azure model model perl,,,2018-01-25,us,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=290931&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_074dc796&cb=1516878245614&jobListingId=2636531848
Data Scientist,Toptal,2018-01-24, model cloud python model python scala model algorithm visualization model model mathematica r python matlab model,,,2018-01-25,us,Remote,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=180251&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3ac7c10a&cb=1516878245616&jobListingId=2395035367
Data Scientist,Intent Media,2018-01-02, median median petabyte spark scala scala clojure java python spark median perl server value,,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=268253&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e020e991&cb=1516878245617&jobListingId=2557056478
Data Scientist,AXA,2018-01-20, server unstructured data mathematica storage model visualization model correlation model hadoop database sql spark hadoop hive impala pig sqoop hue kafka python r java spark cloud azure model visualization tableau python visualization pandas mathematica algorithm database java aws, master,,2018-01-25,us,Charlotte,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=37049&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_41818f09&cb=1516878245617&jobListingId=2641911283
Data Scientist,Recorded Future,2018-01-19, visualization data set visualization data set python, phd,,2018-01-25,us,Somerville,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=4134&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_500a4bf8&cb=1516878245619&jobListingId=2640223249
Data Scientist,Lockheed Martin,2018-01-18, model visualization database python scala r java mathematica python scala r java hadoop mapreduce pig hive database, bachelor master,,2018-01-25,us,Rochester,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=133498&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_75528d06&cb=1516878245620&jobListingId=2570788910
Data Scientist,Microsoft,2018-01-18, linked data cloud correlation cloud value value mean model value sql r python model classification clustering regression model econometrics sql hadoop mapreduce java cloud cloud aws excel tableau, master,,2018-01-25,us,Redmond,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=212128&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b0df3408&cb=1516878245621&jobListingId=2639418123
Data Scientist,Thumbtack,2018-01-24, model unstructured data regression classification clustering feature feature r scripting shell hadoop hive pig, phd,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=264494&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_b351ab23&cb=1516878245624&jobListingId=2552505526
Data Scientist,SeatGeek,2018-01-17, model mathematica data set data set value scala feature model shell python spark kafka spark hadoop model python r elasticsearch hbase storage python,,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=265220&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4d68b36f&cb=1516878245624&jobListingId=2204974404
Data Scientist,Johns Hopkins University Applied Physics Laboratory,2017-12-29, algorithm algorithm mathematica algorithm hadoop spark algorithm mathematica algorithm algorithm aws, phd,,2018-01-25,us,Laurel,MD,https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=282153&s=58&guid=000001612cfd2cb481f7a500964a5fef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_371426f6&cb=1516878245626&jobListingId=2554100028
Data Scientist,Acxiom,2018-01-10, mathematica model aws azure model clustering sql python r hadoop tableau excel aggregation,,,2018-01-25,us,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=108003&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a372c588&cb=1516878442034&jobListingId=2632250955
Data Scientist,DuPont,2018-01-19, model model feature feature value algorithm value algorithm algorithm model scripting r python matlab java nosql database,,,2018-01-25,us,Johnston,IA,https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=133778&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7d6b237d&cb=1516878442036&jobListingId=2450282512
Data Scientist,Kaiser Permanente,2018-01-19, value, bachelor master,,2018-01-25,us,Pasadena,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=133520&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d7cdaf84&cb=1516878442037&jobListingId=2640516863
Data Scientist Entry Level,Intel,2018-01-18, algorithm mathematica visualization mathematica python perl java cloud value,,,2018-01-25,us,Hillsboro,OR,https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=132930&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_439303ae&cb=1516878442038&jobListingId=2524122147
Data Scientist,Recursion Pharmaceuticals,2018-01-17, model feature visualization data set perl feature classification data set python pandas cross-validation,,,2018-01-25,us,Salt Lake City,UT,https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=4120&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2d47bbad&cb=1516878442039&jobListingId=2617180538
Senior Data Scientist,Wheelhouse  California,2018-01-05, model model server cloud r aws regression classification data set algorithm sql mapreduce model clustering algorithm model value classification feature feature model,,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=250321&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_285654fd&cb=1516878442040&jobListingId=2537021207
Data Scientist,USAA,2018-01-11, data set value matrix unstructured data model model model algorithm mathematica econometrics,,,2018-01-25,us,Tampa,FL,https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=133350&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6a2b3d7c&cb=1516878442042&jobListingId=2633083231
Data Scientist,Schireson,2018-01-11, median bias algorithm sql hadoop hive sqoop pig impala spark median mathematica, phd, spanish,2018-01-25,us,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=264459&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fe3eedc4&cb=1516878442044&jobListingId=2612794314
Data Scientist,PointSource,2018-01-13, median model model mathematica model model r r pandas, master,,2018-01-25,us,Raleigh,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=4120&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b59e504f&cb=1516878442044&jobListingId=2635386996
Data Scientist,McKinsey   Company,2018-01-04, cloud value econometrics mathematica machine learning model python r,,,2018-01-25,us,Denver,CO,https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=55774&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_25fad774&cb=1516878442046&jobListingId=2626840329
Data Scientist,Two Sigma,2017-12-30, feature data set classification clustering pandas r matlab spark,,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=254286&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fc2de401&cb=1516878442047&jobListingId=2399151229
Senior Data Scientist Machine Learning,The League,2018-01-24, model sql model sas model server transactional data econometrics python r scala sql model econometrics model hue, mba master phd,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=303711&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f70d6c15&cb=1516878442048&jobListingId=2644135331
Data Scientist,Akvelon,2018-01-16,,,,2018-01-25,us,Redmond,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=37049&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ea203146&cb=1516878442049&jobListingId=2637490099
Data Scientist BS MS PhD,ExxonMobil,2018-01-13, value value visualization model model unstructured data r regression clustering,,,2018-01-25,us,Houston,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=289808&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_67f1e2b3&cb=1516878442051&jobListingId=2635558133
Data Scientist,NRG Systems,2018-01-16, mode data set algorithm value visualization data set algorithm model matlab python feature,,,2018-01-25,us,Hinesburg,VT,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=4120&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9bf37f03&cb=1516878442052&jobListingId=2569077109
Data Scientist,Goldman Sachs,2018-01-22, value model model model algorithm model clustering model vector hadoop spark r matlab octave python java scala model hbase, phd master,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=132976&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8481d57f&cb=1516878442053&jobListingId=2573797076
Data Scientist,Elicit,2018-01-18, linked data mathematica sas sql database regression variance model de-identification model python scripting excel median model visualization, master,,2018-01-25,us,Minneapolis,MN,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=4120&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f142050f&cb=1516878442054&jobListingId=2639843638
Data Scientist,Cook Systems,2018-01-22, model cloud feature model algorithm r r python python, phd,,2018-01-25,us,Loveland,CO,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=173355&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6cffd4b1&cb=1516878442059&jobListingId=2643192082
Data Scientist Risk,Postmates Inc,2018-01-08, data set outlier python pandas r sql model model python hue, master,,2018-01-25,us,Bellevue,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=272289&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1b6adac3&cb=1516878442059&jobListingId=2296162134
Data Scientist,Slalom LLC,2018-01-22, value python r sas database tableau unstructured data,,,2018-01-25,us,Detroit,MI,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=133063&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_04b0eee0&cb=1516878442061&jobListingId=2597125881
Junior Data Scientist,Boston Consulting Group,2018-01-17,,,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=135778&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bcd11809&cb=1516878442063&jobListingId=2617889095
Data Scientist,Smith Hanley Associates,2018-01-24, server hadoop pig hive mapreduce python r sas tableau clustering regression classification, master phd,,2018-01-25,us,Bridgewater,NJ,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=139084&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_989c1ea7&cb=1516878442064&jobListingId=2455089507
Data Scientist,Privilege Underwriters,2018-01-25, server mode mathematica query database python sas sql mathematica, master,,2018-01-25,us,National,WV,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=4127&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_adff0b82&cb=1516878442065&jobListingId=2621900481
Data Scientist,IBM,2018-01-15, cloud cloud model hue volume algorithm visualization mathematica sas r tableau sql python java perl unstructured data median mathematica cloud hadoop, master,,2018-01-25,us,Dallas,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=140152&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3c51be3c&cb=1516878442066&jobListingId=2615852240
Data Scientist,Netlify,2018-01-23, feature value,,,2018-01-25,us,United States,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=215203&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_27bc6a21&cb=1516878442068&jobListingId=2643418760
Data Scientist,,2018-01-19, model algorithm regression clustering visualization visualization tableau java python database mathematica sas r, master phd,,2018-01-25,us,ND,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=4120&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_967f7010&cb=1516878442069&jobListingId=2619073157
Data Scientist,Pennoni,2018-01-24, unstructured data model model visualization visualization database metadata visualization r sql python scala java tableau machine learning,,,2018-01-25,us,Philadelphia,PA,https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=25074&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e2759f8d&cb=1516878442070&jobListingId=2621850674
Data Scientist,Arcadia Healthcare Solutions,2018-01-12, hadoop spark aws value mathematica algorithm feature storage python java r sas spark hadoop javascript value, master,,2018-01-25,us,Burlington,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=240931&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7900ad57&cb=1516878442071&jobListingId=2633871875
Data Scientist,Zillow,2018-01-13, model model model matrix spark hadoop python r scala,,,2018-01-25,us,Seattle,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=132933&s=58&guid=000001612d002c25a4c4d7d4e5cd1956&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1528db9f&cb=1516878442073&jobListingId=2635486134
Data Scientist,Technomic,2018-01-20, visualization regression spss volume python spss sas excel tableau spotfire database transactional data mathematica econometrics,,,2018-01-25,us,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=4120&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_163db46d&cb=1516878631605&jobListingId=2641476386
Data Scientist,Tapad,2018-01-05, median algorithm value algorithm mathematica sql hadoop mapreduce python matlab r java scala,,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=294270&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_24ad0371&cb=1516878631606&jobListingId=2437618866
Data Scientist ATOM Labs,Navis LLC,2018-01-09, value model algorithm algorithm value correlation mathematica model r python java,, english,2018-01-25,us,Yelwstn Nl Park,WY,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=268454&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9cfa2056&cb=1516878631607&jobListingId=2563595089
Data Scientist,Schlumberger,2018-01-16, machine learning machine learning machine learning python model cloud cloud aws big data mathematica machine learning, phd master,,2018-01-25,us,Houston,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=4120&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e9153bb3&cb=1516878631609&jobListingId=2637689115
Data Scientist,Wish,2018-01-24, algorithm algorithm feature algorithm hadoop spark mapreduce,,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=136208&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_65ed5f7a&cb=1516878631611&jobListingId=2318803971
Data Scientist,XPO Logistics,2017-12-30, mean mathematica econometrics excel python database model regression regression classification vector classification, bachelor master,,2018-01-25,us,High Point,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=133433&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f2691a33&cb=1516878631612&jobListingId=2578261685
Data Scientist,Goodyear,2018-01-14, model model visualization scripting database sql nosql hbase mathematica r python matlab weka regression classification matrix model model, master phd,,2018-01-25,us,Akron,OH,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=151579&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f180ab88&cb=1516878631613&jobListingId=2636680110
Data Scientist,Branch,2018-01-04, model model classification spark aws cloud model model model python spark sql hadoop elasticsearch,,,2018-01-25,us,Palo Alto,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=266041&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8635a613&cb=1516878631614&jobListingId=2606650300
Data Scientist,NWEA,2018-01-03, model regression model correlation data set visualization tableau dashboard sql model unstructured data sql spss r stata mathematica sql spss r stata database database hbase, master master,,2018-01-25,us,Portland,OR,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=260809&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3130ea65&cb=1516878631615&jobListingId=2625686860
Data Scientist,PEAK,2018-01-13, mean feature model database python feature,,,2018-01-25,us,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=300794&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_293f46a1&cb=1516878631616&jobListingId=2614371239
Data Scientist,Market Strategies International,2018-01-22, model database database mathematica econometrics database model model classification algorithm spss sas stata r sql python excel model value model database model value, bachelor,,2018-01-25,us,Atlanta,GA,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=265969&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ad5b6be7&cb=1516878631617&jobListingId=2643299166
Data Scientist,AT T,2018-01-11, server model hadoop spark mapreduce data set sql pig visualization, bachelor phd master bachelor phd master master phd,,2018-01-25,us,Plano,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=132934&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e32c3b21&cb=1516878631618&jobListingId=2587539886
Data Scientist,The Connors Group,2018-01-18, value regression clustering unstructured data mathematica econometrics sas, master,,2018-01-25,us,New Jersey,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=4120&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3de28d94&cb=1516878631619&jobListingId=2450090349
Data Scientist,Cerner,2018-01-09, mathematica mathematica model unstructured data mathematica model algorithm clustering outlier unstructured data mathematica model model model mathematica algorithm algorithm model sql mathematica hadoop sql nosql database,, english english english spanish spanish spanish,2018-01-25,us,Kansas City,MO,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=135240&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_96acba93&cb=1516878631620&jobListingId=2631131671
Data Scientist,EXPRESS,2018-01-20, mean value algorithm storage clustering database unstructured data correlation model correlation econometrics mathematica econometrics algorithm regression sql r python java javascript r python tableau algorithm hive spark, master,,2018-01-25,us,Columbus,OH,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=52448&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_334e88e6&cb=1516878631622&jobListingId=2549360704
Data Scientist,Best Buy,2018-01-11, algorithm perl algorithm feature algorithm algorithm algorithm java python python cloud,,,2018-01-25,us,Richfield,MN,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=139507&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_57ca6768&cb=1516878631623&jobListingId=2633088366
Data Scientist,Cox Automotive,2018-01-09, model model correlation algorithm r data science algorithm model regression mathematica variance correlation r sas spss database sas r database sql query python java,,,2018-01-25,us,Atlanta,GA,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=188143&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d9fae2db&cb=1516878631625&jobListingId=2631077253
Sr Data Scientist,MITRE,2018-01-23, algorithm java python r sas hadoop algorithm nosql database algorithm java r python javascript storage nosql visualization model hadoop hive pig,,,2018-01-25,us,Bedford,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=296638&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8b2d4c2e&cb=1516878631627&jobListingId=2574456228
Data Scientist,Ford Motor Company,2017-12-29, econometrics model econometrics model model correlation, master,,2018-01-25,us,Dearborn,MI,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=134245&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fbde76ff&cb=1516878631627&jobListingId=2601057308
Data Scientist,University of Utah,2018-01-23, model database,,,2018-01-25,us,Salt Lake City,UT,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=37049&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_788aaa42&cb=1516878631629&jobListingId=2505552526
Clinical Data Scientist,Roam,2018-01-25, unstructured data variance outlier value model data set, phd,,2018-01-25,us,San Mateo,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=269910&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a1e87d31&cb=1516878631630&jobListingId=2430014388
Entry Level Data Scientist,SaveSoft  Inc,2017-12-26, feature algorithm unstructured data algorithm model algorithm algorithm hadoop spark storage volume database, master,,2018-01-25,us,Des Moines,IA,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=50256&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a29ffcdc&cb=1516878631631&jobListingId=2394269873
Data Scientist,Aera Technology,2018-01-10, data science model classification regression model python visualization visualization sql scripting, master, german,2018-01-25,us,Mountain View,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=267285&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e0ac68b9&cb=1516878631633&jobListingId=2631478156
Data Scientist,Flexport,2018-01-18, feature bias,,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=283848&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b70ffff8&cb=1516878631634&jobListingId=2523935275
Data Scientist,The Denzel Group,2018-01-18, sql python r sas sql database sql sql database database sas python,,,2018-01-25,us,Lancaster,PA,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=4120&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d1a45f39&cb=1516878631638&jobListingId=2639750064
