JobClear,companyClear,dateClean,skills,education,language,dateColect,country,cityClear,stateClear,url
Data Scientist,Parallon,2017-12-28, clojure python r matlab sas clojure python r matlab sas server, phd,,2018-01-25,us,Nashville,TN,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=4120&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ba8f6da8&cb=1516878631639&jobListingId=2575824039
Data Scientist,Credit Sesame,2018-01-17, dashboard python feature model, phd,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=262973&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_25f97fac&cb=1516878631640&jobListingId=2593148719
Data Scientist,Altec Industries,2018-01-17, value value value,,,2018-01-25,us,Birmingham,AL,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=193205&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a5009d3e&cb=1516878631642&jobListingId=2592193298
Data Scientist,Backcountry,2018-01-12, algorithm aggregation matrix model model model database tableau mathematica econometrics r mathematica ruby python scripting excel, phd,,2018-01-25,us,Park City,UT,https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=219514&s=58&guid=000001612d03109d935239ad33913b80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d852cff9&cb=1516878631643&jobListingId=2542418842
Data Scientist,DuPont™ Danisco,2018-01-15, model model feature feature value algorithm value algorithm algorithm model scripting r python java nosql database,,,2018-01-25,us,Johnston,RI,https://www.glassdoor.com/partner/jobListing.htm?pos=501&ao=4120&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d9d4affb&cb=1516878823719&jobListingId=2473457794
Data Scientist,Monsanto Company,2018-01-13, visualization data set visualization,, spanish,2018-01-25,us,Woodland,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=504&ao=133555&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_22d46de4&cb=1516878823724&jobListingId=2543914694
Data Scientist,iHerb com,2018-01-12, model model scalability java scala python r database query mathematica, phd,,2018-01-25,us,Irvine,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=505&ao=270338&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_78bb00ed&cb=1516878823725&jobListingId=2634114612
Data Scientist,Chateck Inc,2017-12-26, java,,,2018-01-25,us,Danville,PA,https://www.glassdoor.com/partner/jobListing.htm?pos=506&ao=83255&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2c455688&cb=1516878823726&jobListingId=2608057133
Data Scientist,Valorem Consulting,2018-01-23, data set data set value machine learning clustering classification regression unstructured data data set sql server sql server database r sql server r sql server r sql server r sql database visualization excel r python clustering regression correlation hive pig nosql database mongodb hbase azure sql azure azure sql server lift, master phd,,2018-01-25,us,Seattle,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=283354&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_f147b0c9&cb=1516878823727&jobListingId=2643684255
Data Scientist,Automated Insights,2018-01-15, value algorithm model pig,,,2018-01-25,us,Durham,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=4341&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_b4df4be9&cb=1516878823729&jobListingId=2544945495
Data Scientist,Expedia,2018-01-11, model algorithm mathematica model r python sql, master phd,,2018-01-25,us,Bellevue,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=510&ao=132921&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d1a330c6&cb=1516878823731&jobListingId=2299501240
Data Scientist,Technica,2017-12-28, mathematica python java r sas,,,2018-01-25,us,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=511&ao=287758&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_64bc28db&cb=1516878823731&jobListingId=2600288074
Data Scientist,Fabergent USA,2018-01-17, feature,,,2018-01-25,us,Harrisburg,PA,https://www.glassdoor.com/partner/jobListing.htm?pos=512&ao=4120&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2901cf8b&cb=1516878823732&jobListingId=2499480680
Data Scientist,PTP,2018-01-23, hbase value model model model model algorithm algorithm volume sql hadoop aws mapreduce,,,2018-01-25,us,Gold River,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=513&ao=4120&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_915a92ad&cb=1516878823733&jobListingId=1789101750
Data Scientist,Credit Karma,2018-01-19, server correlation data set model model model matrix model r python sql mapreduce hadoop hive spark scala java,,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=514&ao=186333&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8a06f1a7&cb=1516878823734&jobListingId=2270792970
Data Scientist,Dell,2018-01-10, sas algorithm clustering r matlab mathematica scripting python sql nosql database hadoop spark,,,2018-01-25,us,Hopkinton,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=133446&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8191c3f0&cb=1516878823736&jobListingId=2632209157
Data Scientist,Vettery,2018-01-24, hue excel model model mathematica model model mathematica python python php elasticsearch aws python,,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=242229&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9d1ea658&cb=1516878823737&jobListingId=2481097412
Data Scientist,Silicon Valley Bank,2018-01-18, sql sas sas sql sas sql sql model model model econometrics,,,2018-01-25,us,Tempe,AZ,https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=134136&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c6ae5baf&cb=1516878823738&jobListingId=2618580077
Associate Scientist,Abcam,2018-01-24, storage,,,2018-01-25,us,Eugene,OR,https://www.glassdoor.com/partner/jobListing.htm?pos=518&ao=226052&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4dcfe761&cb=1516878823739&jobListingId=2598773948
Data Scientist,Via,2018-01-22, model visualization sql python r tableau, master phd,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=14295&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_ec50b1e3&cb=1516878823740&jobListingId=2209238775
Data Scientist,Simpli FI,2018-01-08, mathematica database r sql ruby perl hadoop mapreduce algorithm value big data,,,2018-01-25,us,Fort Worth,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=4120&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_8f1cc319&cb=1516878823741&jobListingId=2515999574
Data Scientist,Taboola,2018-01-10, model algorithm model hadoop kafka sql algorithm hadoop spark python hadoop hive pig hadoop hbase database algorithm cloud storage query,,,2018-01-25,us,Los Angeles,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=295315&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_760aebbb&cb=1516878823742&jobListingId=2631436796
Data Scientist,Vectra Networks,2018-01-24, algorithm python r java spark sql nosql database,,,2018-01-25,us,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=4120&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5b48b857&cb=1516878823743&jobListingId=2599171534
Data Scientist,Remind,2018-01-22, dashboard sql scripting python r ruby regression server,,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=8095&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_9afa067d&cb=1516878823743&jobListingId=2392566779
Data Scientist,Society of Actuaries,2018-01-11, data set,,,2018-01-25,us,Wisconsin,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=4120&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3ac5c1e5&cb=1516878823744&jobListingId=2612832256
Data Scientist,GRAIL,2018-01-09, model data set mathematica classification python database sql value,,,2018-01-25,us,Menlo Park,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=286013&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e1c8abef&cb=1516878823746&jobListingId=2630710947
Data Scientist,HKS,2018-01-04, database database sql server visualization azure database value transactional data database sql server,,,2018-01-25,us,Dallas,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=526&ao=212063&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b24eac93&cb=1516878823747&jobListingId=2627840434
Data Scientist,Civitas Learning,2018-01-22, mathematica model feature model feature algorithm feature model mathematica correlation regression spark r spark kafka algorithm python scala java sql perl,,,2018-01-25,us,Austin,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=527&ao=136429&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_36b75418&cb=1516878823748&jobListingId=2597693021
Data Scientist,ESRI,2018-01-13, data set feature feature model model algorithm r weka spark visualization algorithm hadoop mapreduce mongodb cassandra hbase r mahout pig hive cloud aws azure, master phd,,2018-01-25,us,Redlands,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=528&ao=52448&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4072bb76&cb=1516878823749&jobListingId=2543656108
Data Scientist,View  Inc,2018-01-09, regression model feature feature model r python java scala matlab regression algorithm algorithm shell storage visualization query sql hive nosql database mongodb cassandra,,,2018-01-25,us,Milpitas,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=303290&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0185e8f4&cb=1516878823750&jobListingId=2630774266
Data Scientist,Swisscom,2018-01-11, unstructured data algorithm unstructured data algorithm hadoop spark kafka sql r pandas data set spark scala java python, master, english german french,2018-01-25,us,Berne,IN,https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=4120&s=58&guid=000001612d05fee5b222542c22cb4765&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e3c468e5&cb=1516878823751&jobListingId=2587453151
Data Scientist,Infometry,2018-01-22,,,,2018-01-25,us,Fremont,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=4120&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_320d077a&cb=1516879024079&jobListingId=2596959330
Data Scientist,Blue Cross and Blue Shield of Massachusetts,2018-01-12, unstructured data transactional data feature matrix algorithm regression unstructured data econometrics sas r python, phd,,2018-01-25,us,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=241749&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_50d0b3cd&cb=1516879024080&jobListingId=2588054585
Data Scientist,Booz Allen Hamilton,2018-01-19, visualization algorithm mathematica mathematica aws sql metadata unstructured data visualization machine learning visualization tableau tableau server sql database database database python r mathematica mathematica,,,2018-01-25,us,San Antonio,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=603&ao=134088&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c6a228e6&cb=1516879024081&jobListingId=2548409034
Data Scientist,Hallmark,2018-01-05, mean mean data set correlation storage algorithm mathematica algorithm mathematica algorithm mathematica algorithm data set econometrics econometrics sas r python tableau sql hadoop r unstructured data excel,,,2018-01-25,us,Kansas City,MO,https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=4120&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2605569a&cb=1516879024082&jobListingId=2607509174
Data Scientist,ABS Group,2018-01-15, visualization python matlab r sas ruby stata tableau javascript sql server nosql database mongodb aws azure algorithm unstructured data mathematica, bachelor,,2018-01-25,us,Houston,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=605&ao=3839&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b25036d1&cb=1516879024084&jobListingId=2615905480
Data Scientist,,2018-01-13, algorithm algorithm mathematica model feature value r sql database server mathematica azure azure azure hadoop spark hive pig econometrics, master phd,,2018-01-25,us,ND,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=4323&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_624cc568&cb=1516879024084&jobListingId=2520209596
Data Scientist,GE Digital,2018-01-19, cloud algorithm sas spss r feature, bachelor master,,2018-01-25,us,San Ramon,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=133822&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3a19082f&cb=1516879024086&jobListingId=2640474870
Data Scientist,Nexosis,2018-01-16, model feature visualization regression model clustering algorithm model model model python r r, phd,,2018-01-25,us,Columbus,OH,https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=8095&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c19badc3&cb=1516879024088&jobListingId=2419508416
Data Scientist,st Merchant Funding,2018-01-11, data set model model model model model algorithm python r sql shell sql php unstructured data hadoop mapreduce hive spark aws, bachelor master,,2018-01-25,us,Miami,FL,https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=4341&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_dcc7a685&cb=1516879024089&jobListingId=2261926354
Data Scientist,Pixability,2018-01-20, median storage model model value value econometrics spark r java python nosql database median, master,,2018-01-25,us,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=611&ao=8095&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_09fe7aa5&cb=1516879024090&jobListingId=2619670022
Data Scientist,Predictive Science,2018-01-25, algorithm python java scala r algorithm regression clustering aws spark sql visualization tableau mean perl perl algorithm,,,2018-01-25,us,Austin,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=4120&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_421074ba&cb=1516879024094&jobListingId=2430267881
Data Scientist,LumenData,2018-01-23, model hcatalog  sql nosql python r python r sql database visualization de-identification,,,2018-01-25,us,Silver Spring,MD,https://www.glassdoor.com/partner/jobListing.htm?pos=613&ao=4120&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_81850f7e&cb=1516879024095&jobListingId=2527784830
Data Scientist,CSG International,2018-01-17, model dashboard visualization regression model mathematica model aws python, bachelor,,2018-01-25,us,Omaha,NE,https://www.glassdoor.com/partner/jobListing.htm?pos=614&ao=242900&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_95cbc129&cb=1516879024096&jobListingId=2617089980
Data Scientist,eero,2018-01-24, model sql data set model data set unstructured data sql hadoop spark hive pig r python python ruby php clojure visualization econometrics model scala java, phd,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=615&ao=8095&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_263b99f7&cb=1516879024097&jobListingId=2455201697
Data Scientist,AXA Equitable,2018-01-20, server unstructured data mathematica storage model visualization model correlation model hadoop database sql spark hadoop hive impala pig sqoop hue kafka python r java spark cloud azure model visualization tableau python visualization pandas mathematica algorithm database java aws, master,,2018-01-25,us,Charlotte,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=616&ao=4120&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f37cab77&cb=1516879024097&jobListingId=2641470809
Data Scientist,St  Jude Children s Research Hospital,2018-01-15, model database database database, bachelor master bachelor master phd,,2018-01-25,us,Memphis,TN,https://www.glassdoor.com/partner/jobListing.htm?pos=617&ao=52448&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_74a21b3d&cb=1516879024099&jobListingId=2346149488
Data Scientist,Trinity Health,2018-01-23, value value regression model value data set model database sql r matlab sas mapreduce hadoop hive excel server value server, bachelor,,2018-01-25,us,Livonia,MI,https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=242900&s=58&guid=000001612d090da4ac7996e1dd00276c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_66d76085&cb=1516879024100&jobListingId=2527711229
